,0,1,2
105,0.17905544211982516,0.1945060601420039,-0.32214029827359525
106,0.10619770989206145,0.2421063923120812,-0.32214029827359525
107,0.021831807970237982,0.2634707402074099,-0.32214029827359525
108,-0.0648999091005642,0.256283945231516,-0.32214029827359525
109,-0.1445987139944691,0.22132480813463928,-0.32214029827359525
110,-0.2086280045468527,0.1623816938681415,-0.32214029827359525
111,-0.25004921360955734,0.08584200345944737,-0.32214029827359525
112,-0.26437371046435487,6.47528836597762e-17,-0.32214029827359525
113,0.7081605928871326,0.0,1.5186552922786092
114,0.638030647666632,0.3072593659375791,1.5186552922786092
115,0.4415309077433669,0.5536622461623963,1.5186552922786234
116,0.157580556520303,0.6904055283129011,1.5186552922786092
117,-0.157580556520303,0.6904055283129011,1.5186552922786092
118,-0.4415309077433669,0.5536622461623963,1.5186552922786234
119,-0.638030647666632,0.3072593659375791,1.5186552922786092
120,-0.7081605928871326,8.672466033615247e-17,1.5186552922786092
121,-0.638030647666632,-0.3072593659375755,1.5186552922786092
122,-0.44153090774336334,-0.5536622461623892,1.5186552922786092
123,-0.15758055652030478,-0.6904055283129011,1.5186552922786234
124,0.157580556520303,-0.6904055283129011,1.5186552922786092
125,0.44153090774336334,-0.5536622461623892,1.5186552922786092
126,0.638030647666632,-0.3072593659375791,1.5186552922786092
127,0.7081605928871326,-1.7344932067230494e-16,1.5186552922786092
