,0,1,2
0,1.910709940717453,0.0,0.2515497358605181
1,1.8800040459014298,0.34117043387539425,0.2515497358605181
2,1.7888732741776465,0.671375369290061,0.2515497358605163
3,1.640246643531981,0.9800017479262593,0.2515497358605181
4,1.4389011361637642,1.2571300640359766,0.2515497358605181
5,1.1913081623474397,1.4938531855175228,0.2515497358605181
6,0.9054255639816375,1.6825626364700383,0.2515497358605181
7,0.5904418430028429,1.8171931398692607,0.2515497358605181
8,0.256480835372761,1.8934175605615735,0.2515497358605163
9,-0.08572367733933017,1.9087859829483023,0.2515497358605181
10,-0.42517296052805875,1.8628044532887174,0.2515497358605181
11,-0.7509568349319409,1.7569508557798343,0.2515497358605181
12,-1.0526043387717579,1.594627412142188,0.2515497358605163
13,-1.3204202730777297,1.381051331414497,0.2515497358605163
14,-1.5457968133615623,1.1230871245623462,0.2515497358605181
15,-1.721490172178079,0.8290259734475711,0.2515497358605163
16,-1.8418534204139831,0.5083192454213545,0.2515497358605163
17,-1.9030179842357455,0.17127471860083254,0.2515497358605181
18,-1.9030179842357313,-0.17127471860083077,0.2515497358605163
19,-1.8418534204139974,-0.5083192454213581,0.2515497358605181
20,-1.721490172178079,-0.8290259734475711,0.2515497358605163
21,-1.545796813361548,-1.123087124562332,0.2515497358605163
22,-1.3204202730777297,-1.3810513314145112,0.2515497358605181
23,-1.0526043387717579,-1.594627412142188,0.2515497358605163
24,-0.7509568349319409,-1.7569508557798343,0.2515497358605181
25,-0.4251729605280623,-1.8628044532887174,0.2515497358605181
26,-0.08572367733933106,-1.9087859829483023,0.2515497358605181
27,0.256480835372761,-1.8934175605615735,0.2515497358605181
28,0.5904418430028429,-1.8171931398692607,0.2515497358605181
29,0.9054255639816375,-1.6825626364700383,0.2515497358605181
30,1.1913081623474397,-1.4938531855175228,0.2515497358605181
31,1.4389011361637642,-1.2571300640359766,0.2515497358605181
32,1.640246643531981,-0.9800017479262593,0.2515497358605181
33,1.7888732741776465,-0.671375369290061,0.2515497358605163
34,1.8800040459014298,-0.34117043387539425,0.2515497358605181
35,1.910709940717453,-4.679889625997315e-16,0.2515497358605181
36,1.6929536234694922,0.0,0.6797050793277322
37,1.6559585249502788,0.35198485033159344,0.6797050793277322
38,1.5465900927201375,0.6885862736929909,0.6797050793277322
39,1.369628252075458,0.9950931726904741,0.6797050793277322
40,1.1328070846095528,1.2581097250545525,0.6797050793277251
41,0.8464768117347461,1.4661408453534932,0.6797050793277322
42,0.5231514403407189,1.6100945753861566,0.6797050793277322
43,0.17696184064467246,1.683679446383465,0.6797050793277322
44,-0.1769618406446707,1.683679446383465,0.6797050793277322
45,-0.5231514403407189,1.6100945753861566,0.6797050793277322
46,-0.8464768117347461,1.4661408453534932,0.6797050793277322
47,-1.1328070846095528,1.2581097250545525,0.6797050793277251
48,-1.369628252075458,0.9950931726904741,0.6797050793277322
49,-1.5465900927201233,0.6885862736929909,0.6797050793277251
50,-1.6559585249502788,0.35198485033159344,0.6797050793277322
51,-1.6929536234694922,2.0732702360868198e-16,0.6797050793277322
52,-1.6559585249502788,-0.35198485033159344,0.6797050793277322
53,-1.5465900927201233,-0.6885862736929909,0.6797050793277251
54,-1.369628252075458,-0.995093172690467,0.6797050793277251
55,-1.132807084609567,-1.2581097250545525,0.6797050793277322
56,-0.8464768117347461,-1.4661408453534932,0.6797050793277322
57,-0.5231514403407189,-1.6100945753861566,0.6797050793277322
58,-0.17696184064467246,-1.683679446383465,0.6797050793277322
59,0.1769618406446707,-1.683679446383465,0.6797050793277322
60,0.5231514403407189,-1.6100945753861566,0.6797050793277322
61,0.8464768117347461,-1.4661408453534932,0.6797050793277322
62,1.132807084609567,-1.2581097250545525,0.6797050793277322
63,1.369628252075458,-0.9950931726904741,0.6797050793277322
64,1.5465900927201375,-0.6885862736929909,0.6797050793277322
65,1.6559585249502788,-0.35198485033159344,0.6797050793277322
66,1.6929536234694922,-4.1465404721736396e-16,0.6797050793277322
67,-0.8816059102027509,0.0,-0.6464201979883768
68,-0.8539086393738842,-0.2192464743321949,-0.6464201979883839
69,-0.7725571482768316,-0.4247168863499695,-0.6464201979883839
70,-0.6426630502870978,-0.6035007743989169,-0.6464201979883768
71,-0.4723880692984892,-0.7443644892718169,-0.6464201979883839
72,-0.2724312085940497,-0.8384570457026541,-0.6464201979883839
73,-0.05535649312174318,-0.879866262322679,-0.6464201979883768
74,0.1651964744003358,-0.865990245759221,-0.6464201979883768
75,0.3753695398857033,-0.7977008771653686,-0.6464201979883768
76,0.5619567566674561,-0.6792890287206177,-0.6464201979883768
77,0.713234163695418,-0.5181949523510596,-0.6464201979883768
78,0.819696445126624,-0.3245407813375536,-0.6464201979883768
79,0.8746541842778726,-0.11049451945511102,-0.6464201979883768
80,0.8746541842778726,0.11049451945511102,-0.6464201979883768
81,0.819696445126624,0.3245407813375536,-0.6464201979883768
82,0.7132341636954322,0.5181949523510667,-0.6464201979883839
83,0.5619567566674704,0.6792890287206319,-0.6464201979883839
84,0.3753695398857033,0.7977008771653686,-0.6464201979883768
85,0.16519647440033403,0.865990245759221,-0.6464201979883768
86,-0.055356493121744066,0.879866262322679,-0.6464201979883768
87,-0.2724312085940426,0.8384570457026399,-0.6464201979883768
88,-0.4723880692984892,0.7443644892718169,-0.6464201979883839
89,-0.6426630502870978,0.6035007743989169,-0.6464201979883768
90,-0.7725571482768316,0.4247168863499695,-0.6464201979883839
91,-0.8539086393738557,0.21924647433219135,-0.6464201979883768
92,-0.8816059102027509,2.1593117120783768e-16,-0.6464201979883768
93,-0.26437371046435487,0.0,-0.32214029827359525
94,-0.25004921360955734,-0.08584200345944737,-0.32214029827359525
95,-0.2086280045468527,-0.1623816938681415,-0.32214029827359525
96,-0.1445987139944691,-0.22132480813463928,-0.32214029827359525
97,-0.0648999091005642,-0.256283945231516,-0.32214029827359525
98,0.021831807970237982,-0.2634707402074099,-0.32214029827359525
99,0.10619770989206145,-0.2421063923120812,-0.32214029827359525
100,0.17905544211982516,-0.1945060601420039,-0.32214029827359525
101,0.2325097388624613,-0.12582797828304848,-0.32214029827359525
102,0.2607679976390358,-0.04351448255487789,-0.32214029827359525
103,0.2607679976390358,0.04351448255487789,-0.32214029827359525
104,0.2325097388624613,0.12582797828304848,-0.32214029827359525
