,x,y,z
0,-10.663267933326086,1.8861819541843516,59.805993524275976
1,10.19587283697917,6.485779711562208,59.50951103516536
2,-3.429922130701159,-12.759139363309295,59.21382245491321
3,-6.564993771853731,12.640496018605278,58.91892102781738
4,14.276038886887523,-5.213586504668795,58.62480006292642
5,-14.87243604169855,-6.139125399221962,58.33145293316157
6,7.174866973662802,15.33227397451084,58.03887307445292
7,5.303541937809228,-16.90852741758154,57.7470539848892
8,-15.983836219852506,9.262959803881301,57.45598922388111
9,18.74448626967737,4.120922723971325,57.16567241133792
10,-11.433140178581793,-16.262465395877783,56.87609722685708
11,-2.639408050208772,20.368129758223322,56.58725740892645
12,16.18939986722839,-13.644443347385684,56.29914675413929
13,-21.764580209118506,-0.9000337225297678,56.01175911642119
14,15.858579515578683,15.781404750084569,55.72508840626939
15,-1.0597790043822528,-22.918698052091045,55.439128590003634
16,-15.05375083621457,18.039424637722167,55.153873689028714
17,23.816369243863452,-3.204458796986222,54.86931777910853
18,-20.15280904370536,-14.021799625085954,54.58545498965105
19,5.499370403338765,24.445252807353256,54.302279503004456
20,12.701877739715126,-22.166470297683286,54.01978555376399
21,-24.79524474640556,7.910359357212055,53.73796742808922
22,24.05009958375998,11.111756014778418,53.456819463031906
23,-10.40356113149862,-24.858777468768064,53.17633604587384
24,-9.270891882505701,25.775441174667947,52.8965116134748
25,24.631014299832753,-12.945370803544646,52.61734065163025
26,-27.316420293444775,-7.200520723708459,52.338817694438646
27,15.50251372392031,24.109970722745704,52.060937323678274
28,4.9236453799866995,-28.649283430294044,51.783694168193364
29,-23.29658005169156,18.04218103576914,51.50708290328914
30,29.7527403219105,2.4649537181209973,51.23109825013613
31,-20.532206849718783,-22.194713976370366,50.955734975182956
32,0.14931657187441855,30.608099985472172,50.68098788957802
33,20.81116449495664,-22.941271410379464,50.40685184859942
34,-31.199395270987125,2.8915529411776415,50.13332175109343
35,25.239119153638967,19.155591596005642,49.86039253892096
36,-5.732973388237842,-31.513491810602154,49.58805919641216
37,-17.240439858977794,27.39678342925806,49.316316749828886
38,31.540178258589226,-8.643855245394588,49.04516026683496
39,-29.386811546592135,-15.080826498181699,48.774584855973956
40,11.593781708444379,31.272235480320802,48.504585666154505
41,12.694403045765037,-31.183485085625033,48.23515788614301
42,-30.7054829519276,14.551901392252866,47.966296744063506
43,32.763031329969955,10.101192725392771,47.69799750690466
44,-17.487196808840057,-29.83880112919518,47.4302554800337
45,-7.323405532960719,34.10382236049676,47.16306600671725
46,28.674128968628754,-20.368758088209752,46.896424467648856
47,-35.18655888218147,-4.385233067851939,46.63032628048314
48,23.16605856921055,27.216436156965138,46.36476689937646
49,1.312625219264085,-35.994436295401115,46.099741814533964
50,-25.47366994135007,25.849229123738453,45.83524655176292
51,36.513290899773466,-1.8669491112798058,45.57127667203221
52,-28.38932827209971,-23.456676759413384,45.307827771037886
53,5.124754989867392,36.73172445525535,45.04489547877475
54,21.179099151984598,-30.75860531922578,44.78247545911367
55,-36.64120563535955,8.431055795377025,44.52056340938484
56,32.93075390330634,18.657248704216315,44.259155059966496
