,x,y,z
57,-11.755386526427785,-36.23614719981186,43.99824617387942
58,-15.909956005383819,34.88115350814742,43.737832546386706
59,35.5139579942271,-15.066833613976677,43.477910004599075
60,-36.587096653615944,-12.958398844134217,43.21847440708542
61,18.33431874662779,34.47506915568412,42.95952164348853
62,9.82591006510176,-38.02799964778096,42.701047634145944
63,-33.122934167112554,21.526884196781914,42.44304832971591
64,39.18559496195806,6.537766703889245,42.18551971080818
65,-24.613977135495944,-31.46400266093009,41.92845778761975
66,-3.1209621905591227,40.04410347630827,41.671858599575344
67,29.507668123193767,-27.56573044338831,41.415718214972614
68,-40.590385039279504,0.39603643399620747,41.160032730632
69,30.353237563862322,27.26618989339319,40.90479827155106
70,-3.9835442094101796,-40.814065988444156,40.650010990563395
71,-24.754590090670767,32.94881900395433,40.39566706800186
72,40.70764249242791,-7.610924660497886,40.1417627113662
73,-35.32627816627765,-21.99052632403273,39.88829415499487
74,11.246864626027918,40.26655879250839,39.635257659741086
75,18.99414126056517,-37.46114429275777,39.382649512652996
76,-39.48925964676616,14.859655148674463,39.13046602665793
77,39.330900416319054,15.787890330421504,38.878703540250534
78,-18.41747601050186,-38.37721650788368,38.62735841718497
79,-12.396349039530568,40.91519434920034,38.37642704617094
80,36.93492719620119,-21.888681467052535,38.12590584057333
81,-42.19603088546834,-8.846001538774988,37.87579123811593
82,25.2420847232133,35.169889060751316,37.6260797005885
83,5.165012261054213,-43.15794355898595,37.37676771355762
84,-33.09254585091442,28.447238705530793,37.12785178608114
85,43.78814447541036,1.382982583695079,36.879328450425966
86,-31.474710718106156,-30.71620874837894,36.63119426178946
87,2.469305397531672,44.07665092612799,36.38344579802413
88,28.056952231332154,-34.29634862249173,36.13607965936567
89,-44.016387691911085,6.360155786514204,35.88909246816434
90,36.88553625530953,25.133485658627283,35.64248086861949
91,-10.257234209478309,-43.60326415268294,35.39624152651734
92,-21.96700166925916,39.21743589008391,35.15037112897185
93,42.836225535478654,-14.127849183636133,34.90486638416867
94,-41.26921566107815,-18.58100269023008,34.65972402111211
95,17.939237122207448,41.717277853598404,34.41494078937516
96,15.001107032125198,-43.02025999580799,34.170513458852334
97,-40.251486314224245,21.658848536053647,33.9264388195155
98,44.45236124811836,11.254836225129814,33.6827136811725
99,-25.254632982573124,-38.44694719762464,33.43933487322859
100,-7.371385407165141,45.549890884145434,33.196299244450614
101,36.31473343641183,-28.695320324108216,32.95360366273394
102,-46.29994874760737,-3.381378719205162,32.711245014871956
103,31.95069588993396,33.86881434656169,32.46922020632833
104,-0.6833882104793205,-46.69248911723591,32.22752616101178
105,-31.125950180906926,34.991867188394366,31.986159821053345
106,46.72042246621707,-4.790216502550424,31.74511814658626
107,-37.79151988792723,-28.105562388904744,31.504398115528236
108,8.905780702572189,46.37969203951779,31.263996723366162
109,24.82958067198425,-40.32416087699709,31.023910982943242
110,-45.66932457822176,12.996411544901857,30.78413792424842
111,42.566346322812294,21.322268119680935,30.544674594208175
112,-17.028382401899133,-44.59145473867822,30.305518056480594
113,-17.61002589681786,44.49689277576678,30.0666653912516
114,43.151322976571066,-20.968196984896924,29.828113695033522
115,-46.097069510012886,-13.721179124453844,29.589860080465733
116,24.782875853324615,41.357246890002,29.3519016761175
117,9.685745755819681,-47.35077044912018,29.114235626292853
118,-39.22056623956903,28.44023929855332,28.87685909083767
119,48.24466419806842,5.535190391622779,28.639769244948585
120,-31.909184199797455,-36.755562085266675,28.402963278984153
121,-1.3021651060138426,48.7683208873201,28.16643839827784
122,33.97935069808057,-35.159952500185376,27.930191822952978
123,-48.914314730006225,2.9797605361644504,27.69422078773962
124,38.16438902172748,30.9117531164152,27.4585225417934
125,-7.27637799932263,-48.678301397583326,27.223094348516142
126,-27.575141422424153,40.89618642740963,26.987933485378257
127,48.059069530988864,-11.553124490626839,26.75303724374306
